id,用户,内容,属性,状态,IP,时间,排序,类型,审核管理员,话题
"325040","    Aff：505419084 , 专一有御姐 Vip：undefined 余额：0  |  收益：0  认证：否     "," 颜值爆表的成熟美女 古典肚兜诱惑 #福利自拍  颜值爆表的成熟美女身着古典红色绣花肚兜，慵懒地躺在床上，眼神迷离又勾人。她轻咬红唇，缓缓拉开肚兜系带.... "," 图片：2  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：49.228.246.218  城市：火星 "," 创：2026-04-01 19:52:35 改：2026-04-01 19:52:35 ","0","视频","(id: 0)","福利自拍"
"325039","    Aff：504901308 , 光亮和帆布鞋 Vip：undefined 余额：0  |  收益：0  认证：否     "," 有没有一起要赚钱的 #达人原创  开封郑州附近有没有一起的 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：223.90.135.12  城市：河南 "," 创：2026-04-01 19:51:44 改：2026-04-01 19:51:44 ","0","文字","(id: 0)","达人原创"
"325038","    Aff：503615316 , 殷勤笑心锁 Vip：undefined 余额：0  |  收益：0  认证：否     "," 绿帽癖的日常分享 #达人原创  绿帽癖的日常分享 "," 图片：0  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：106.37.115.247  城市：中国–北京–北京 "," 创：2026-04-01 19:50:05 改：2026-04-01 19:50:05 ","0","视频","(id: 0)","达人原创"
"325037","    Aff：218114797 , 大雕擎天天下雨 Vip：undefined 余额：12  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #成人小说  复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！永久免费吃瓜App下载地址https://9.... "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：183.35.192.25  城市：广东 "," 创：2026-04-01 19:48:55 改：2026-04-01 19:48:55 ","0","文字","(id: 0)","成人小说"
"325036","    Aff：101131551 , 瓜瓜5 Vip：undefined 余额：10  |  收益：17808  认证：  原创主       "," 肏喷了，大量白浆，白色液体流出，肏得女神抽搐 #达人原创  肏喷了，大量白浆，白色液体流出，肏得女神抽搐 "," 图片：3  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.58.243.161  城市：广西 "," 创：2026-04-01 19:45:41 改：2026-04-01 19:45:41 ","0","视频","(id: 0)","达人原创"
"325035","    Aff：495863068 , 优美毛豆 Vip：undefined 余额：1  |  收益：0  认证：否     "," 努力签到努力签到 #达人原创  努力 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.101.98.52  城市：广东 "," 创：2026-04-01 19:45:36 改：2026-04-01 19:45:36 ","0","文字","(id: 0)","达人原创"
"325034","    Aff：74916802 , 隔壁你王叔 Vip：undefined 余额：0  |  收益：0  认证：否     "," 台州椒江中年人互换的来，老婆绝对骚 #达人原创  台州椒江中年人互换的来，老婆绝对骚 "," 图片：1  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：60.189.155.94  城市：浙江 "," 创：2026-04-01 19:43:15 改：2026-04-01 19:43:15 ","0","图片","(id: 0)","达人原创"
"325033","    Aff：101130058 , 等待大碗 Vip：undefined 余额：230  |  收益：22343  认证：  原创主       "," 刚上大二19岁学妹，“主人的鸡巴好厉害，高潮了，高潮很多次了～” #达人原创  刚上大二19岁学妹，“主人的鸡巴好厉害，高潮了，高潮很多次了～” "," 图片：3  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.58.243.161  城市：广西 "," 创：2026-04-01 19:41:45 改：2026-04-01 19:41:45 ","0","视频","(id: 0)","达人原创"
"325032","    Aff：35979692 , 天 Vip：undefined 余额：11  |  收益：0  认证：否     "," 。。。。。。。。。。。 #求瓜互助  。。。。。。。。。。。 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：27.129.144.78  城市：河北 "," 创：2026-04-01 19:40:22 改：2026-04-01 19:40:22 ","0","文字","(id: 0)","求瓜互助"
"325031","    Aff：101130478 , 精品阁 Vip：undefined 余额：210  |  收益：23784  认证：  原创主       "," 汉服白袜 在校舞蹈专业母狗 #达人原创  汉服白袜 在校舞蹈专业母狗 "," 图片：4  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.58.243.161  城市：广西 "," 创：2026-04-01 19:39:00 改：2026-04-01 19:39:00 ","0","视频","(id: 0)","达人原创"
"325030","    Aff：487282883 , 着急爱小刺猬 Vip：undefined 余额：10  |  收益：0  认证：否     "," 杜鹃老师的骚逼什么时候能草到 #情欲故事  。。。。。 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：39.144.96.17  城市：山西 "," 创：2026-04-01 19:37:59 改：2026-04-01 19:37:59 ","0","文字","(id: 0)","情欲故事"
"325029","    Aff：101131551 , 瓜瓜5 Vip：undefined 余额：10  |  收益：17808  认证：  原创主       "," 微胖反差语文老师 平常温文尔雅床上却骚劲十足叫声太销魂了 #达人原创  微胖反差语文老师 平常温文尔雅床上却骚劲十足叫声太销魂了 "," 图片：3  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.58.243.161  城市：广西 "," 创：2026-04-01 19:36:54 改：2026-04-01 19:36:54 ","0","视频","(id: 0)","达人原创"
"325028","    Aff：21309194 , 畅快方夏天 Vip：undefined 余额：60  |  收益：0  认证：否     "," 每日一帖经验加成 #情感树洞  水 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：122.141.155.10  城市：吉林 "," 创：2026-04-01 19:35:20 改：2026-04-01 19:35:20 ","0","文字","(id: 0)","情感树洞"
"325027","    Aff：392447032 , 难过火龙果 Vip：undefined 余额：0  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #原创视频  干干巴巴 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：144.12.163.224  城市：山东 "," 创：2026-04-01 19:34:10 改：2026-04-01 19:34:10 ","0","文字","(id: 0)","原创视频"
"325026","    Aff：21159526 , 阔达爆米花 Vip：undefined 余额：28  |  收益：0  认证：否     "," 复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！
永久免费吃瓜App下载地址  https: #成人小说  复制网址用自带浏览器打开，51吃瓜-带你吃最新最热的瓜！永久免费吃瓜App下载地址https://9.... "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.181.100.120  城市：湖北 "," 创：2026-04-01 19:33:08 改：2026-04-01 19:33:08 ","0","文字","(id: 0)","成人小说"
"325025","    Aff：60413231 , 哪有半分真情 Vip：undefined 余额：10  |  收益：0  认证：否     "," AI去衣是爽歪歪la #AI换脸  AI去衣是爽歪歪la "," 图片：9  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.163.239.147  城市：中国–天津–天津 "," 创：2026-04-01 19:30:36 改：2026-04-01 19:30:36 ","0","图片","(id: 0)","AI换脸"
"325024","    Aff：108903664 , 忧郁钢笔 Vip：undefined 余额：0  |  收益：0  认证：否     "," 坦克大战，这推背感，绝了 #福利自拍  坦克大战，这推背感，绝了 "," 图片：0  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.27.34.118  城市：吉林 "," 创：2026-04-01 19:29:54 改：2026-04-01 19:29:54 ","0","视频","(id: 0)","福利自拍"
"325023","    Aff：500920682 , 重要香水 Vip：undefined 余额：0  |  收益：0  认证：否     "," 汕尾海丰有没有互相解决的姐姐 #人妻熟女  来一起玩 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：113.82.191.4  城市：广东 "," 创：2026-04-01 19:29:37 改：2026-04-01 19:29:37 ","0","文字","(id: 0)","人妻熟女"
"325022","    Aff：31668517 , 忧郁闻鞋子 Vip：undefined 余额：0  |  收益：0  认证：否     "," 家有骚妻灰色中筒袜 #福利自拍  家有骚妻灰色中筒袜 "," 图片：1  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：111.55.168.112  城市：山西 "," 创：2026-04-01 19:29:18 改：2026-04-01 19:29:18 ","0","图片","(id: 0)","福利自拍"
"325021","    Aff：495929156 , 斯文泥猴桃 Vip：undefined 余额：0  |  收益：0  认证：否     "," 自己在家用香肠自慰 #福利自拍  自己在家用香肠自慰 "," 图片：0  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.96.47.82  城市：广东 "," 创：2026-04-01 19:26:22 改：2026-04-01 19:26:22 ","0","视频","(id: 0)","福利自拍"
"325020","    Aff：480853939 , 机灵水壶 Vip：undefined 余额：0  |  收益：0  认证：否     "," 广州黄埔找个嫩妹 #达人原创  可有偿武器16cm粗 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：14.216.12.228  城市：广东 "," 创：2026-04-01 19:25:07 改：2026-04-01 19:25:07 ","0","文字","(id: 0)","达人原创"
"325019","    Aff：456437001 , Galaxy Vip：undefined 余额：10  |  收益：0  认证：否     "," 广东有骚母狗吗？ #达人原创  广东哪里有骚母狗可以长期约？爆金币 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：120.230.176.239  城市：广东 "," 创：2026-04-01 19:23:09 改：2026-04-01 19:23:09 ","0","文字","(id: 0)","达人原创"
"325018","    Aff：480853939 , 机灵水壶 Vip：undefined 余额：0  |  收益：0  认证：否     "," 广州来一个月的 可有偿 武器16cm #达人原创  广州广州广州！！！ "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：14.216.12.228  城市：广东 "," 创：2026-04-01 19:22:05 改：2026-04-01 19:22:05 ","0","文字","(id: 0)","达人原创"
"325017","    Aff：379321379 , 爱撒娇的云朵 Vip：undefined 余额：0  |  收益：0  认证：否     "," 极品豹纹黑丝少妇 #人妻熟女  极品豹纹裙黑丝高跟人妻叫的太销魂了还没碰她骚逼就开始流水了有想操的吗留评论 "," 图片：2  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：45.149.186.220  城市：香港 "," 创：2026-04-01 19:20:30 改：2026-04-01 19:20:30 ","0","视频","(id: 0)","人妻熟女"
"325016","    Aff：495929156 , 斯文泥猴桃 Vip：undefined 余额：0  |  收益：0  认证：否     "," 16岁女孩 在家自慰 #福利自拍  。。 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.96.47.82  城市：广东 "," 创：2026-04-01 19:20:18 改：2026-04-01 19:20:18 ","0","文字","(id: 0)","福利自拍"
"325015","    Aff：69377495 , 复杂与冬日 Vip：undefined 余额：0  |  收益：0  认证：否     "," 有没有女生能互看 #日常吐槽  有没有女生互看啊，dd我 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：112.20.94.181  城市：江苏 "," 创：2026-04-01 19:16:21 改：2026-04-01 19:16:21 ","0","文字","(id: 0)","日常吐槽"
"325014","    Aff：221886442 , 务实板凳 Vip：undefined 余额：0  |  收益：16833  认证：  原创主       "," 极品童颜小母狗小脚胖乎乎的，黑丝肉丝换着来，被对象调教的真好，眼睛大大的被干的时候感觉好无辜！ #今日大瓜  极品童颜小母狗小脚胖乎乎的，黑丝肉丝换着来，被对象调教的真好，眼睛大大的被干的时候感觉好无辜！ "," 图片：5  |  视频：1  点赞：0  |  浏览：56  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：是 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.58  城市：火星 "," 创：2026-04-01 19:15:05 改：2026-04-01 19:52:33 ","0","视频","sq_01(id: 247)","今日大瓜"
"325013","    Aff：257920120 , 岳岳 Vip：undefined 余额：22  |  收益：0  认证：否     "," 一个人太无聊了\\ud83d\\ude2a\\ud83d\\ude2a\\ud83d\\ude2a\\ud83d\\ude2a\\ud83d\\ude2a #福利自拍  一个人太无聊了😪😪😪😪😪 "," 图片：1  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：36.42.23.230  城市：陕西 "," 创：2026-04-01 19:14:17 改：2026-04-01 19:14:17 ","0","视频","(id: 0)","福利自拍"
"325012","    Aff：426264594 , 网红吃瓜资源合集 Vip：undefined 余额：0  |  收益：0  认证：否     "," 情趣内衣调教巨乳女大 #制服JK/Cos  情趣内衣调教巨乳女大 "," 图片：0  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：未完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：52.195.12.39  城市：火星 "," 创：2026-04-01 19:13:45 改：2026-04-01 19:13:45 ","0","视频","(id: 0)","制服JK/Cos"
"325011","    Aff：239575756 , 跳跃篮球 Vip：undefined 余额：0  |  收益：1  认证：否     "," 广东研究生颜值骚货激情啪啪，下面毛毛好多啊，性欲很强，说的粤语，丁又丁不懂，鞋也鞋不会，难搞哦 #今日大瓜  广东研究生颜值骚货激情啪啪，下面毛毛好多啊，性欲很强，说的粤语，丁又丁不懂，鞋也鞋不会，难搞哦 "," 图片：3  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.58  城市：火星 "," 创：2026-04-01 19:13:44 改：2026-04-01 19:17:49 ","0","视频","sq_01(id: 247)","今日大瓜"
"325010","    Aff：239572246 , 小巧芹菜 Vip：undefined 余额：0  |  收益：2  认证：否     "," 航空学院颜值骚货在校期间就被包养，酒店开房先跳段舞助兴，被后入还自己拿着手机自拍，爽到手机都拿不稳！ #今日大瓜  航空学院颜值骚货在校期间就被包养，酒店开房先跳段舞助兴，被后入还自己拿着手机自拍，爽到手机都拿不稳！ "," 图片：3  |  视频：1  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：通过 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：203.10.99.58  城市：火星 "," 创：2026-04-01 19:12:29 改：2026-04-01 19:19:47 ","0","视频","sq_01(id: 247)","今日大瓜"
"325009","    Aff：129700711 , 明理的长颈鹿 Vip：undefined 余额：0  |  收益：0  认证：否     "," 大神帮忙脱衣，感谢感谢 #达人原创  大神帮忙脱衣，感谢感谢 "," 图片：3  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：182.143.219.83  城市：四川 "," 创：2026-04-01 19:10:03 改：2026-04-01 19:10:03 ","0","图片","(id: 0)","达人原创"
"325008","    Aff：468217713 , 任性芹菜 Vip：undefined 余额：0  |  收益：0  认证：否     "," 人人人人人人人人是啊啊啊 #原创视频  傻傻傻傻傻傻傻傻傻傻傻 "," 图片：0  |  视频：0  点赞：0  |  浏览：0  点赞(假)：0  |  浏览(假)：0  评论：0  来源标识： "," 审核：待审核 资源：已完成 删除：未删除 订阅：否 置顶：0 | 置精：未置精 打赏次数：0 打赏收益：0 "," ip：123.167.45.50  城市：黑龙江 "," 创：2026-04-01 19:08:42 改：2026-04-01 19:08:42 ","0","文字","(id: 0)","原创视频"
